location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2000-10-07,2000/2001,15,,,,,,,,,,,,,,,,,,3.77,18.9,27.3,6.2,3.9
Albury,2000-10-14,2000/2001,16,,,,,,,,,,,,,,,,,,2.13,19.6,22.9,7.5,2.8
Albury,2000-10-21,2000/2001,17,,,,,,,,,,,,,,,,,,40.17,17,20.7,7.7,2.3
Albury,2000-10-28,2000/2001,18,,,,,,,,,,,,,,,,,,46.57,20.2,24.2,11.5,6.8
Albury,2000-11-04,2000/2001,19,,,,,,,,,,,,,,,,,,13.59,21.7,24,10,4.1
Albury,2000-11-11,2000/2001,20,,,,,,,,,,,,,,,,,,1.36,22.7,23.9,10.5,7.5
Albury,2000-11-18,2000/2001,21,,,,,,,,,,,,,,,,,,31.04,23.8,27.4,16.1,14.5
Albury,2000-11-25,2000/2001,22,,,,,,,,,,,,,,,,,,4.68,28.5,29.9,15.4,10.9
Albury,2000-12-02,2000/2001,23,136,120,0,,,,,,,,,,,,,,,1.17,30.7,34.2,15.8,12.6
Albury,2000-12-09,2000/2001,24,337,276,0,,,,,,,,,,,,,,,0.16,29.1,34.6,11.6,8.1
Albury,2000-12-16,2000/2001,25,768,696,0,,,,,,,,1,,,,,,,0,31.7,37.1,13.9,11.2
Albury,2000-12-23,2000/2001,26,380,339,0,,,,,,,,,,,,,,,3.79,33.6,38.3,17.4,13.9
Albury,2000-12-30,2000/2001,27,,,,,,,,,,,,,,,,,,20.02,24.9,27,10.7,6.2
Albury,2001-01-06,2000/2001,28,,,,,,,,,,,,,,,,,,3.9,32.1,36.2,16.5,10.9
Albury,2001-01-13,2000/2001,29,142,111,0,,,,,,,,,,,,,,,7.07,33.6,38.6,17.1,13.7
Albury,2001-01-20,2000/2001,30,164,147,0,1,,,,,,,,,,,,,,0.32,33.5,36.2,17.7,14.9
Albury,2001-01-27,2000/2001,31,395,354,0,,,,,,,,,,,,,,,31.18,35.4,42,22.7,18.3
Albury,2001-02-03,2000/2001,32,204,170,0,,,,,,,,,,,,,,,13.68,32.1,34.2,17,14.3
Albury,2001-02-10,2000/2001,33,108,80,0,,,,,,,,,,,,,,,43.13,32.5,35.1,20.9,19.2
Albury,2001-02-17,2000/2001,34,107,89,0,1,,,,,,,,,,,,,,17.54,27.9,34.6,16.5,12.2
Albury,2001-02-24,2000/2001,35,,,,,,,,,,,,,,,,,,0,32.2,36.3,15.3,12.3
Albury,2001-03-03,2000/2001,36,150,133,0,,,,,,,,,,,,,,,3.03,32.2,37,17,13.2
Albury,2001-03-10,2000/2001,37,145,128,0,,,,,,,,,,,,,,,0,31,32,14.9,13.8
Albury,2001-03-17,2000/2001,38,19,15,0,,,,,,,,,,,,,,,10.3,28.3,32.5,13.8,6.6
Albury,2001-03-24,2000/2001,39,34,29,0,,,,,,,,,,,,,,,49.54,21.3,26.4,11.7,9.7
Albury,2001-03-31,2000/2001,40,,,,,,,,,,,,,,,,,,0,22.4,25.5,9.7,7.1
Albury,2001-04-07,2000/2001,41,,,,,,,,,,,,,,,,,,0,25.6,27.3,8.7,7.3
Albury,2001-04-14,2000/2001,42,,,,,,,,,,,,,,,,,,1.77,22.6,27,7.4,1.9
Albury,2001-04-21,2000/2001,43,,,,,,,,,,,,,,,,,,0.1,25.7,28.1,7.3,3.3
Albury,2001-04-28,2000/2001,44,,,,,,,,,,,,,,,,,,20.53,18.2,21.3,9.3,6.2
Albury,2001-05-05,2000/2001,45,,,,,,,,,,,,,,,,,,0.06,20.3,21.3,9,6.1
Albury,2001-05-12,2000/2001,46,,,,,,,,,,,,,,,,,,3.69,19.2,20.2,5,3.5
Albury,2001-05-19,2000/2001,47,,,,,,,,,,,,,,,,,,1.89,18.4,22.2,6.6,2.1
Albury,2001-05-26,2000/2001,48,,,,,,,,,,,,,,,,,,0.04,15.7,16.8,1.7,0
Albury,2001-06-02,2000/2001,49,,,,,,,,,,,,,,,,,,4.82,14.9,17,2.8,0.5
Ballina,2000-10-07,2000/2001,15,,,,,,,,,,,,,,,,,,0,26.3,33,14.1,10.3
Ballina,2000-10-14,2000/2001,16,,,,,,,,,,,,,,,,,,14.31,25.7,31.1,15.4,11.6
Ballina,2000-10-21,2000/2001,17,,,,,,,,,,,,,,,,,,14.95,24.1,26.2,14.4,11
Ballina,2000-10-28,2000/2001,18,,,,,,,,,,,,,,,,,,52.02,24.6,26.7,15.8,14.6
Ballina,2000-11-04,2000/2001,19,,,,,,,,,,,,,,,,,,17.18,22,23.6,15.5,13.1
Ballina,2000-11-11,2000/2001,20,,,,,,,,,,,,,,,,,,21.82,24.3,27.5,15.3,13.6
Ballina,2000-11-18,2000/2001,21,,,,,,,,,,,,,,,,,,32.06,23.1,24.2,16.6,13.2
Ballina,2000-11-25,2000/2001,22,,,,,,,,,,,,,,,,,,14.57,25.3,27.6,17.4,14
Ballina,2000-12-02,2000/2001,23,57,0,2,,,,,,,,,,,,,,,0.2,28,32.2,17.4,15
Ballina,2000-12-09,2000/2001,24,28,0,1,,,,,,,,,,,,,,,18.6,25.9,27.5,17.1,16
Ballina,2000-12-16,2000/2001,25,136,1,0,,,,,,,,,,,,,,,20.19,28.4,30.9,20.3,17.2
Ballina,2000-12-23,2000/2001,26,17,0,1,,,,,,,,,,,,,,,3.64,27.4,28.1,17.5,15.8
Ballina,2000-12-30,2000/2001,27,,,,,,,,,,,,,,,,,,32.69,29.5,34.5,20.2,18.4
Ballina,2001-01-06,2000/2001,28,,,,,,,,,,,,,,,,,,19.82,26.5,27.1,17.2,15.4
Ballina,2001-01-13,2000/2001,29,169,0,17,,,,,,,,,,,,,,,3.94,27.2,29.5,17.6,16.2
Ballina,2001-01-20,2000/2001,30,272,0,34,,,,,,,,,,,,,,,27.83,29.1,31,20.6,19.2
Ballina,2001-01-27,2000/2001,31,242,4,18,,,,,,,,,,,,,,,16.23,28.8,31.5,19.7,19.3
Ballina,2001-02-03,2000/2001,32,464,0,29,,,,,,,,,,,,,,,335.2,27.6,33.3,21.5,19.8
Ballina,2001-02-10,2000/2001,33,197,1,14,,,,,,,,,,,,,,,32.73,27.5,29.1,20.5,18.3
Ballina,2001-02-17,2000/2001,34,2472,0,16,,,,,,,,,,,,,,,8.68,27.8,29.3,18.4,17.5
Ballina,2001-02-24,2000/2001,35,1051,27,19,,,,,,,,,,,,,,,65.11,26.2,28.7,17.9,16.4
Ballina,2001-03-03,2000/2001,36,807,5,7,,,,,,,,,,,,,,,3.97,28.7,29.8,19.3,17.5
Ballina,2001-03-10,2000/2001,37,,,,,,,,,,,,,,,,,,213.51,25.3,26.4,18.8,17.1
Ballina,2001-03-17,2000/2001,38,208,38,2,,,,,,,,,,,,,,,89.62,26.5,28.3,20.2,17.6
Ballina,2001-03-24,2000/2001,39,784,77,26,,,,,,,,,,,,,,,27.39,28.9,31.7,18.9,15.1
Ballina,2001-03-31,2000/2001,40,58,1,2,,,,,,,,,,,,,,,27.98,27.7,32.2,19.4,15.4
Ballina,2001-04-07,2000/2001,41,200,0,0,,,,,,,,,,,,,,,23.27,24.5,24.8,16,15.3
Ballina,2001-04-14,2000/2001,42,261,2,4,,,,,,,,,,,,,,,20.88,24.3,26.3,17,13.7
Ballina,2001-04-21,2000/2001,43,142,1,2,,,,,,,,,,,,,,,8.03,24.8,26.4,15.2,14.3
Ballina,2001-04-28,2000/2001,44,,,,,,,,,,,,,,,,,,9.54,25.4,25.9,15,11.1
Ballina,2001-05-05,2000/2001,45,,,,,,,,,,,,,,,,,,56.71,23.3,26,15.3,13.2
Ballina,2001-05-12,2000/2001,46,,,,,,,,,,,,,,,,,,29.84,22.8,24.2,13.5,11.3
Ballina,2001-05-19,2000/2001,47,,,,,,,,,,,,,,,,,,1.67,23.4,26.1,12.3,10.6
Ballina,2001-05-26,2000/2001,48,,,,,,,,,,,,,,,,,,172.82,19.8,20.9,11.9,7.2
Ballina,2001-06-02,2000/2001,49,,,,,,,,,,,,,,,,,,0.99,20.8,24.6,9.1,7.6
