location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2010-10-16,2010/2011,16,,,,,,,,,,,,,,,,,,70.88,20.3,23.7,10.8,5.2
Albury,2010-10-23,2010/2011,17,,,,,,,,,,,,,,,,,,25.35,19.1,25.7,6.5,4.3
Albury,2010-10-30,2010/2011,18,6,2,0,,,,,,,,,,,,,,,5.33,22.5,25.5,10.1,7.3
Albury,2010-11-06,2010/2011,19,,,,,,,,,,,,,,,,,,63.02,19.3,21.2,10.7,6.7
Albury,2010-11-13,2010/2011,20,146,26,0,,,,,,,,,,,,,,,6.18,26.8,31.1,13.1,8
Albury,2010-11-20,2010/2011,21,460,162,0,,,,,,,,,,,,,,,46.12,23.6,27,12.7,7.9
Albury,2010-11-27,2010/2011,22,362,242,0,1,,,,,,,,,,,,,,5.27,28,29.6,15.1,11.7
Albury,2010-12-04,2010/2011,23,526,443,0,,,,,,,,,,,,,,,74.23,24.3,27.4,15.3,13.4
Albury,2010-12-11,2010/2011,24,69,48,0,,,,,,,,,,,,,,,41.84,28.1,31.1,17.8,15.9
Albury,2010-12-18,2010/2011,25,1594,1398,0,1,,,,,,,,,,,,,,3.74,25.9,30.8,12.4,9.7
Albury,2010-12-25,2010/2011,26,1379,1048,0,1,,,,,,,,,,,,,,14.73,23.4,30.7,10.5,8
Albury,2011-01-01,2010/2011,27,,,,,,,,,,,,,,,,,,12.62,29.9,37.9,13.9,8.9
Albury,2011-01-08,2010/2011,28,550,512,0,,,,,,,,,,,,,,,13.21,30.6,35.2,16.3,11.5
Albury,2011-01-15,2010/2011,29,372,354,0,1,,,1,,,,,,,,,,,61.01,29.5,32.2,20.7,17.8
Albury,2011-01-22,2010/2011,30,62,42,0,,,,,,,,,,,,,,,15.72,30.3,33.6,16.4,12.2
Albury,2011-01-29,2010/2011,31,231,213,0,,,,,,,,,,,,,,,0.22,32.1,34.1,16.9,12.4
Albury,2011-02-05,2010/2011,32,189,184,0,,,,,,,,,,,,,,,8.27,34.3,39.2,19.3,14.6
Albury,2011-02-12,2010/2011,33,67,49,0,,,,,,,,,,,,,,,151.62,25.7,29.7,15.8,10.6
Albury,2011-02-19,2010/2011,34,216,192,0,,,,,,,,,,,,,,,38.64,27.8,30.2,17,13.8
Albury,2011-02-26,2010/2011,35,173,156,0,,,,,,,,,,,,,,,28.82,26.7,29.4,14.2,9.5
Albury,2011-03-05,2010/2011,36,234,222,0,,,,,,,,,,,,,,,11.92,24.8,30.6,12.9,6.9
Albury,2011-03-12,2010/2011,37,82,70,0,,,,,,,,,,,,,,,19.32,25.6,28.3,13.7,9.6
Albury,2011-03-19,2010/2011,38,,,,,,,,,,,,,,,,,,28.04,27.3,29.1,16.1,11.5
Albury,2011-03-26,2010/2011,39,79,72,0,,,,,,,,,,,,,,,7.32,24.1,27.8,15.1,12.9
Albury,2011-04-02,2010/2011,40,13,6,0,,,,,,,,,,,,,,,0.17,23.9,25.5,9.6,7.2
Albury,2011-04-09,2010/2011,41,10,6,0,,,,,,,,,,,,,,,0,23.1,24.3,7.6,4.9
Albury,2011-04-16,2010/2011,42,0,0,0,,,,,,,,,,,,,,,26.12,17.9,26.5,8.4,5.3
Albury,2011-04-23,2010/2011,43,,,,,,,,,,,,,,,,,,4.62,19.9,21.5,8.7,4.8
Albury,2011-04-30,2010/2011,44,,,,,,,,,,,,,,,,,,0,21.5,23.4,6,3.8
Albury,2011-05-07,2010/2011,45,,,,,,,,,,,,,,,,,,1.98,19.7,22.1,7,2.5
Ballina,2010-10-16,2010/2011,16,,,,,,,,,,,,,,,,,,109.87,21.8,24.7,15.6,14
Ballina,2010-10-23,2010/2011,17,,,,,,,,,,,,,,,,,,42.15,22,23.7,12.5,7.3
Ballina,2010-10-30,2010/2011,18,,,,,,,,,,,,,,,,,,18.39,24.8,26.4,15.8,12.9
Ballina,2010-11-06,2010/2011,19,34,0,1,,,,,,,,,,,,,,,7.37,24.3,27,16.1,14.7
Ballina,2010-11-13,2010/2011,20,61,2,2,,,,,,,,,,,,,,,44.07,24.8,27.1,16.5,15.3
Ballina,2010-11-20,2010/2011,21,72,3,0,,,,,,,,,,,,,,,14.21,25,28,18.4,17.6
Ballina,2010-11-27,2010/2011,22,,,,,,,,,,,,,,,,,,38.48,24.9,26.2,17.3,15.7
Ballina,2010-12-04,2010/2011,23,237,7,3,,,,,,,,,,,,,,,32.82,26,27.4,18.3,16.3
Ballina,2010-12-11,2010/2011,24,165,5,2,,,,,,,,,,,,,,,46.16,26.8,31.3,19.7,18.6
Ballina,2010-12-18,2010/2011,25,291,8,12,,,,,,,,,,,,,,,57.67,28.6,30.7,20.1,19.2
Ballina,2010-12-25,2010/2011,26,,,,,,,,,,,,,,,,,,49.77,26,28.5,17.6,12.6
Ballina,2011-01-01,2010/2011,27,,,,,,,,,,,,,,,,,,199.19,25.3,27.4,20.1,18.9
Ballina,2011-01-08,2010/2011,28,64,2,0,,,,,,,,,,,,,,,166.88,27.2,29.2,20.4,18.8
Ballina,2011-01-15,2010/2011,29,76,7,2,,,,,,,,,,,,,,,75.68,27.2,28.1,21.9,20.8
Ballina,2011-01-22,2010/2011,30,120,3,0,,,,,,,,,,,,,,,60.07,28.2,29.7,19.8,18.5
Ballina,2011-01-29,2010/2011,31,180,8,7,,,,,,,,,,,,,,,0.36,28.6,30,19.4,17.4
