location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2012-10-06,2012/2013,14,,,,,,,,,,,,,,,,,,7.57,20.9,28.4,5.1,1.2
Albury,2012-10-13,2012/2013,15,,,,,,,,,,,,,,,,,,46.79,15.7,18.1,5.1,2.3
Albury,2012-10-20,2012/2013,16,,,,,,,,,,,,,,,,,,1.97,21.5,26.1,5.9,3.5
Albury,2012-10-27,2012/2013,17,,,,,,,,,,,,,,,,,,0,21.2,24.4,7.3,3.7
Albury,2012-11-03,2012/2013,18,,,,,,,,,,,,,,,,,,0,24.6,31,9.5,5.3
Albury,2012-11-10,2012/2013,19,,,,,,,,,,,,,,,,,,51.06,25,29.5,13.3,8.7
Albury,2012-11-17,2012/2013,20,,,,,,,,,,,,,,,,,,0,25.2,30.7,9.4,6.1
Albury,2012-11-24,2012/2013,21,19,12,0,,,,,,,,,,,,,,,0,26.3,31.4,9.2,5.9
Albury,2012-12-01,2012/2013,22,56,19,0,,,,,,,,,,,,,,,2.7,32.9,36.8,16.8,12.6
Albury,2012-12-08,2012/2013,23,19,12,0,,,,,,,,,,,,,,,3.04,25,30.3,12,6.7
Albury,2012-12-15,2012/2013,24,14,9,0,,,,,,,,,,,,,,,0,30.7,34.5,14.8,12.1
Albury,2012-12-22,2012/2013,25,12,4,0,,,,,,,,,,,,,,,22.83,28,35,13.3,9.4
Albury,2012-12-29,2012/2013,26,,,,,,,,,,,,,,,,,,3.93,32,36.9,15.1,12.3
Albury,2013-01-05,2012/2013,27,,,,,,,,,,,,,,,,,,0,34.1,39.9,13.6,10.7
Albury,2013-01-12,2012/2013,28,44,28,0,,,,,,,,,,,,,,,7.54,36.8,42.9,17.5,10.1
Albury,2013-01-19,2012/2013,29,41,35,0,,,,,,,,,,,,,,,3.12,32,42.1,15.1,8.6
Albury,2013-01-26,2012/2013,30,11,4,0,,,,,,,,,,,,,,,2.85,34.7,36.4,17.2,14.7
Albury,2013-02-02,2012/2013,31,6,4,0,,,,,,,,,,,,,,,0.16,31.3,35.6,15.6,9.9
Albury,2013-02-09,2012/2013,32,,,,,,,,,,,,,,,,,,0.88,33.1,38.8,15.3,11.2
Albury,2013-02-16,2012/2013,33,7,2,0,,,,,,,,,,,,,,,0.03,33.7,35,17.2,15.1
Albury,2013-02-23,2012/2013,34,20,3,0,,,,,,,,,,,,,,,0.27,33.1,35.7,17.5,15.5
Albury,2013-03-02,2012/2013,35,26,0,0,,,,,,,,,,,,,,,21.35,29.6,35.3,18.8,15
Albury,2013-03-09,2012/2013,36,,,,,,,,,,,,,,,,,,0,31.4,34.6,14.2,10
Albury,2013-03-16,2012/2013,37,,,,,,,,,,,,,,,,,,0,32.7,35.1,17.7,13.8
Albury,2013-03-23,2012/2013,38,14,2,0,,,,,,,,,,,,,,,20.82,24.1,27.9,11,7.5
Albury,2013-03-30,2012/2013,39,,,,,,,,,,,,,,,,,,28.09,26.4,34.3,11.8,7
Albury,2013-04-06,2012/2013,40,11,0,0,,,,,,,,,,,,,,,0.05,22.7,24.7,8.8,7
Albury,2013-04-13,2012/2013,41,5,0,0,,,,,,,,,,,,,,,0,26,27.4,10.9,9.5
Albury,2013-04-20,2012/2013,42,11,0,0,,,,,,,,,,,,,,,1.91,22.6,25.9,10.1,6.2
Albury,2013-04-27,2012/2013,43,0,0,0,,,,,,,,,,,,,,,9.99,18.8,21.1,6.6,3.2
Albury,2013-05-04,2012/2013,44,0,0,0,,,,,,,,,,,,,,,3.13,19.8,25,6.6,2.4
