location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2001-10-13,2001/2002,15,,,,,,,,,,,,,,,,,,24.99,17.6,21.6,6.5,3.2
Albury,2001-10-20,2001/2002,16,,,,,,,,,,,,,,,,,,12.83,17.9,19.5,7.1,3.8
Albury,2001-10-27,2001/2002,17,,,,,,,,,,,,,,,,,,36.68,21.3,25.1,8.1,1.5
Albury,2001-11-03,2001/2002,18,,,,,,,,,,,,,,,,,,3.87,19.6,23.6,7.7,4.8
Albury,2001-11-10,2001/2002,19,,,,,,,,,,,,,,,,,,9.54,24.1,27.6,12.1,9.2
Albury,2001-11-17,2001/2002,20,5,0,0,,,,,,,,,,,,,,,6.63,21.4,28,7,4.3
Albury,2001-11-24,2001/2002,21,3,1,0,,,,,,,,,,,,,,,2.97,24.4,31.1,10,5.1
Albury,2001-12-01,2001/2002,22,16,2,0,,,,,,,,,,,,,,,0.82,27,29,11,8.1
Albury,2001-12-08,2001/2002,23,20,12,0,,,,,,,,,,,,,,,12.67,26,31.1,13.5,6.6
Albury,2001-12-15,2001/2002,24,18,6,0,,,,,,,,,,,,,,,0.17,25.3,29.1,10.3,8
Albury,2001-12-22,2001/2002,25,,,,,,,,,,,,,,,,,,0.03,30.9,35.1,12.6,9.8
Albury,2001-12-29,2001/2002,26,,,,,,,,,,,,,,,,,,14.23,23.8,28.6,9.9,4.2
Albury,2002-01-05,2001/2002,27,,,,,,,,,,,,,,,,,,2.42,27.1,34.5,11.8,8.2
Albury,2002-01-12,2001/2002,28,114,87,0,,,,,,,,,,,,,,,0.3,31.2,37.5,11.8,8.3
Albury,2002-01-19,2001/2002,29,58,51,0,,,,,,,,,,,,,,,2.11,28.6,32,13.1,9.8
Albury,2002-01-26,2001/2002,30,32,25,0,,,,,,,,,,,,,,,18.64,32.3,37,18.1,15.2
Albury,2002-02-02,2001/2002,31,,,,,,,,,,,,,,,,,,1.38,33.8,35.6,18.2,13.3
Albury,2002-02-09,2001/2002,32,202,163,0,,,,,,,,,,,,,,,42.37,25.7,35.1,15.9,13.3
Albury,2002-02-16,2001/2002,33,97,84,0,,,,,,,,,,,,,,,1.43,28.3,34.3,13.1,11.1
Albury,2002-02-23,2001/2002,34,78,71,0,,,,,,,,,,,,,,,28.56,28,31.1,16.2,10.4
Albury,2002-03-02,2001/2002,35,36,27,0,,,,,,,,,,,,,,,2.53,27.1,30.3,13.1,8.8
Albury,2002-03-09,2001/2002,36,120,110,0,,,,,,,,,,,,,,,0.07,29.5,31.4,13.2,8.2
Albury,2002-03-16,2001/2002,37,44,24,0,,,,,,,,,,,,,,,0,29.1,30.3,12.1,10.9
Albury,2002-03-23,2001/2002,38,16,12,0,,,,,,,,,,,,,,,0,29.6,36.1,10.6,8.1
Albury,2002-03-30,2001/2002,39,128,49,0,,,,,,,,,,,,,,,47.31,26.7,30.2,13.8,12.1
Albury,2002-04-06,2001/2002,40,,,,,,,,,,,,,,,,,,1.29,24.6,26.8,10.6,6.7
Albury,2002-04-13,2001/2002,41,,,,,,,,,,,,,,,,,,1.9,26.5,29.9,9.9,6.3
Albury,2002-04-20,2001/2002,42,,,,,,,,,,,,,,,,,,13.28,22.5,25.6,13.4,10.8
Albury,2002-04-27,2001/2002,43,,,,,,,,,,,,,,,,,,3.57,24.5,26.6,11.4,10.1
Albury,2002-05-04,2001/2002,44,,,,,,,,,,,,,,,,,,0,21.7,22.9,5.5,3.6
Albury,2002-05-11,2001/2002,45,,,,,,,,,,,,,,,,,,0.47,23,24.9,5.5,4.2
Albury,2002-05-18,2001/2002,46,,,,,,,,,,,,,,,,,,10.62,18.1,22.2,8,2.7
Albury,2002-05-25,2001/2002,47,,,,,,,,,,,,,,,,,,16.32,14.7,18,6.3,2.8
Albury,2002-06-01,2001/2002,48,,,,,,,,,,,,,,,,,,0.08,15.5,17,0.4,-1.1
Ballina,2001-10-13,2001/2002,15,,,,,,,,,,,,,,,,,,2.76,26.2,31.4,13.7,11.5
Ballina,2001-10-20,2001/2002,16,,,,,,,,,,,,,,,,,,32.12,25.8,28.5,14.7,11.9
Ballina,2001-10-27,2001/2002,17,,,,,,,,,,,,,,,,,,19.92,23.9,29.4,14.4,11.5
Ballina,2001-11-03,2001/2002,18,81,0,4,,,,,,,,,,,,,,,10.25,29.6,34.9,15.6,13.1
Ballina,2001-11-10,2001/2002,19,60,0,8,,,,,,,,,,,,,,,3.85,24.4,26.7,16.5,14.4
Ballina,2001-11-17,2001/2002,20,79,0,20,,,,,,,,,,,,,,,22.26,25.8,30.3,15.7,10.3
Ballina,2001-11-24,2001/2002,21,73,1,6,,,,,,,,,,,,,,,40.57,25,29.1,15.1,12.6
Ballina,2001-12-01,2001/2002,22,154,2,6,,,,,,,,,,,,,,,91.39,25.7,29.5,17.1,13.5
Ballina,2001-12-08,2001/2002,23,58,2,7,,,,,,,,,,,,,,,4.67,28.5,31.5,20.5,18.7
Ballina,2001-12-15,2001/2002,24,197,0,14,,,,,,,,,,,,,,,14.17,28,31.3,19.5,18.3
Ballina,2001-12-22,2001/2002,25,,,,,,,,,,,,,,,,,,4.21,27.7,33.9,18.2,16.3
Ballina,2001-12-29,2001/2002,26,104,1,2,,,,,,,,,,,,,,,4.57,32.9,38.9,20.7,17.9
Ballina,2002-01-05,2001/2002,27,65,0,0,,,,,,,,,,,,,,,4.71,32.3,38,20.8,19.4
Ballina,2002-01-12,2001/2002,28,173,0,10,,,,,,,,,,,,,,,1.62,30.5,35.9,21.2,17.7
Ballina,2002-01-19,2001/2002,29,258,0,4,,,,,,,,,,,,,,,14.79,29.2,42.2,18.8,16.2
Ballina,2002-01-26,2001/2002,30,183,0,7,,,,,,,,,,,,,,,2.02,28.1,29,18.6,15.3
Ballina,2002-02-02,2001/2002,31,236,0,7,,,,,,,,,,,,,,,53.47,27.5,28.2,20.6,19.6
Ballina,2002-02-09,2001/2002,32,201,0,14,,,,,,,,,,,,,,,97.21,28.2,29.2,20.6,19.3
Ballina,2002-02-16,2001/2002,33,366,0,1,,,,,,,,,,,,,,,6.38,28.1,31.6,19.9,18.3
Ballina,2002-02-23,2001/2002,34,413,3,28,,,,,,,,,,,,,,,7.53,29.7,32.2,19.9,17.3
Ballina,2002-03-02,2001/2002,35,526,0,21,,,,,,,,,,,,,,,5.89,28.6,32.9,20.9,18.8
Ballina,2002-03-09,2001/2002,36,362,1,23,,,,,,,,,,,,,,,88.84,26.2,28.5,17.7,16.5
Ballina,2002-03-16,2001/2002,37,394,0,44,,,,,,,,,,,,,,,32.1,25.5,27.7,17.1,16.1
Ballina,2002-03-23,2001/2002,38,421,1,12,,,,,,,,,,,,,,,5.68,30.2,34.5,19.2,16.8
Ballina,2002-03-30,2001/2002,39,492,4,17,,,,,,,,,,,,,,,26.73,26.3,28.9,18.2,15.8
Ballina,2002-04-06,2001/2002,40,286,2,2,,,,,,,,,,,,,,,93.82,24.1,26.2,16.4,14.8
Ballina,2002-04-13,2001/2002,41,173,2,4,,,,,,,,,,,,,,,20.31,24.5,25.3,15.5,14.4
