location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2014-10-04,2014/2015,14,,,,,,,,,,,,,,,,,,0,21,24.1,6.1,2.7
Albury,2014-10-11,2014/2015,15,,,,,,,,,,,,,,,,,,9.32,23.1,29.2,7.8,4.8
Albury,2014-10-18,2014/2015,16,,,,,,,,,,,,,,,,,,9.42,21.5,29.8,6.8,2.5
Albury,2014-10-25,2014/2015,17,,,,,,,,,,,,,,,,,,0,27.8,32.4,10.9,5.4
Albury,2014-11-01,2014/2015,18,,,,,,,,,,,,,,,,,,1.76,26.7,32.8,9.6,6.1
Albury,2014-11-08,2014/2015,19,,,,,,,,,,,,,,,,,,5.42,24.7,29.5,8.7,4.8
Albury,2014-11-15,2014/2015,20,13,2,0,,,,,,,,,,,,,,,0,31.6,36.2,11.3,9.4
Albury,2014-11-22,2014/2015,21,6,0,0,,,,,,,,,,,,,,,29.84,26.4,34,12.4,8.3
Albury,2014-11-29,2014/2015,22,14,4,0,,,,,,,,,,,,,,,29.69,28.6,35.8,13.4,8.9
Albury,2014-12-06,2014/2015,23,40,10,0,,,,,,,,,,,,,,,19.54,30.6,33,17.2,14.4
Albury,2014-12-13,2014/2015,24,63,18,0,,,,,,,,,,,,,,,13.13,27.3,30.9,14.5,11.8
Albury,2014-12-20,2014/2015,25,67,44,0,,,,,,,,,,,,,,,0.84,29.5,34.9,13,9.9
Albury,2014-12-27,2014/2015,26,14,3,0,,,,,,,,,,,,,,,3.22,31.2,34,15.7,10.5
Albury,2015-01-03,2014/2015,27,,,,,,,,,,,,,,,,,,1.27,31.5,38.5,13.2,9.9
Albury,2015-01-10,2014/2015,28,44,21,0,,,,,,,,,,,,,,,6.85,34,37.8,20.4,17.4
Albury,2015-01-17,2014/2015,29,18,10,0,,,,,,,,,,,,,,,66.02,27.5,32.5,16.6,11.5
Albury,2015-01-24,2014/2015,30,27,16,0,,,,,,,,,,,,,,,10.99,30.2,35.4,15.9,11.5
Albury,2015-01-31,2014/2015,31,25,23,0,,,,,,,,,,,,,,,13.6,26.8,30.4,14.5,9.3
Albury,2015-02-07,2014/2015,32,32,18,0,,,,,,,,,,,,,,,0,29.6,33.2,14.1,10
Albury,2015-02-14,2014/2015,33,40,20,0,,,,,,,,,,,,,,,18.92,34.2,38.4,18.6,17.3
