location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2002-10-12,2002/2003,15,,,,,,,,,,,,,,,,,,0.79,20.6,24.2,7.2,1.8
Albury,2002-10-19,2002/2003,16,,,,,,,,,,,,,,,,,,3.93,22.7,28.7,9.4,5.3
Albury,2002-10-26,2002/2003,17,,,,,,,,,,,,,,,,,,1.65,21.1,23.1,7.6,5.2
Albury,2002-11-02,2002/2003,18,,,,,,,,,,,,,,,,,,0.01,25.4,32.6,7.2,4.6
Albury,2002-11-09,2002/2003,19,20,0,0,,,,,,,,,,,,,,,0.17,26.1,34.7,7.9,4
Albury,2002-11-16,2002/2003,20,15,0,0,,,,,,,,,,,,,,,0,29.7,35,11.5,6.7
Albury,2002-11-23,2002/2003,21,34,2,0,,,,,,,,,,,,,,,2.37,30.2,35.6,14.1,10.5
Albury,2002-11-30,2002/2003,22,14,1,0,,,,,,,,,,,,,,,11.78,31.7,36.9,16.2,11.4
Albury,2002-12-07,2002/2003,23,6,2,0,,,,,,,,,,,,,,,9.78,26.3,35.7,12.1,6.3
Albury,2002-12-14,2002/2003,24,20,8,0,,,,,,,,,,,,,,,0.01,26.5,30.4,9.7,6.3
Albury,2002-12-21,2002/2003,25,60,36,0,,,,,,,,,,,,,,,0.03,37.2,40.2,16.8,9.8
Albury,2002-12-28,2002/2003,26,,,,,,,,,,,,,,,,,,0,33.1,39,15.8,14
Albury,2003-01-04,2002/2003,27,,,,,,,,,,,,,,,,,,13.2,30.3,35.8,18.1,12.3
Albury,2003-01-11,2002/2003,28,50,32,0,,,,,,,,,,,,,,,0,31.8,38.2,15.2,9.1
Albury,2003-01-18,2002/2003,29,92,74,0,,,,,,,,,,,,,,,0,34.3,38.8,16.3,14.3
