location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min
Albury,2022-10-15,2022/2023,16,25,0,,,,,,,,,,,,,,,,60.22,18.3,21.7,8.1,2.9
Albury,2022-10-22,2022/2023,17,26,0,,,,,,,,,,,,,,,,8.39,22.2,26,9.4,5.6
Albury,2022-10-29,2022/2023,18,30,0,,,,,,,,,,,,,,,,55.84,21.6,25.4,13.7,10.1
Albury,2022-11-05,2022/2023,19,430,2,,,,,,,,,,,,,,,,86.27,18.2,22.3,8.1,4.7
Albury,2022-11-12,2022/2023,20,295,0,,,,,,,,,,,,,,,,12.91,25,26.7,12.6,9.2
Albury,2022-11-19,2022/2023,21,53,0,,,,,,,,,,,,,,,,84.27,20.8,25.8,10.4,4.8
Albury,2022-11-26,2022/2023,22,90,1,,,,,,,,,,,,,,,,30.61,20.1,24.5,9.7,6.4
Albury,2022-12-03,2022/2023,23,510,26,,,,,,,,,,,,,,,,2.08,25.4,27.5,12,10
Albury,2022-12-10,2022/2023,24,98,14,,,,,,,,,,,,,,,,0,25.7,31.4,11.6,5
Albury,2022-12-17,2022/2023,25,45,8,,,,,,,,,,,,,,,,12.61,21.9,27.9,8.5,4.9
Albury,2022-12-24,2022/2023,26,151,73,,,,,,,,,,,,,,,,0.03,26.7,30.7,12,9.8
Albury,2022-12-31,2022/2023,27,,,,,,,,,,,,,,,,,,1.18,33,36.3,16.7,12.7
Albury,2023-01-07,2022/2023,28,48,39,,,,,,,,,,,,,,,,9,30.8,30.8,17.3,17.3
Albury,2023-01-14,2022/2023,29,132,122,,,,,,,,,,,,,,,,,,,,
Albury,2023-01-21,2022/2023,30,86,80,,,,,,,,,,,,,,,,,,,,
Albury,2023-01-28,2022/2023,31,35,27,,,,,,,,,,,,,,,,,,,,
Albury,2023-02-04,2022/2023,32,44,38,,,,,,,,,,,,,,,,,,,,
Albury,2023-02-11,2022/2023,33,48,44,,,,,,,,,,,,,,,,,,,,
Albury,2023-02-18,2022/2023,34,37,29,,,,,,,,,,,,,,,,,,,,
Albury,2023-02-25,2022/2023,35,48,35,,,,,,,,,,,,,,,,,,,,
Albury,2023-03-04,2022/2023,36,24,19,,,,,,,,,,,,,,,,,,,,
Albury,2023-03-11,2022/2023,37,12,10,,,,,,,,,,,,,,,,,,,,
Albury,2023-03-18,2022/2023,38,8,5,,,,,,,,,,,,,,,,,,,,
Albury,2023-03-25,2022/2023,39,3,1,,,,,,,,,,,,,,,,,,,,
Albury,2023-04-01,2022/2023,40,2,1,,,,,,,,,,,,,,,,,,,,
Albury,2023-04-08,2022/2023,41,,,,,,,,,,,,,,,,,,,,,,
Albury,2023-04-15,2022/2023,42,,,,,,,,,,,,,,,,,,,,,,
Albury,2023-04-22,2022/2023,43,2,0,,,,,,,,,,,,,,,,,,,,
Albury,2023-04-29,2022/2023,44,,,,,,,,,,,,,,,,,,,,,,
Albury,2023-05-06,2022/2023,45,,,,,,,,,,,,,,,,,,,,,,
Albury,2023-05-13,2022/2023,46,,,,,,,,,,,,,,,,,,,,,,
Armidale,2022-10-15,2022/2023,16,,,,,,,,,,,,,,,,,,35.91,17.2,18.8,7.7,4.9
Armidale,2022-10-22,2022/2023,17,,,,,,,,,,,,,,,,,,33.12,18.6,20,9.4,3.1
Armidale,2022-10-29,2022/2023,18,,,,,,,,,,,,,,,,,,40.94,20.7,24.8,10.5,8.7
Armidale,2022-11-05,2022/2023,19,,,,,,,,,,,,,,,,,,29.41,17.8,22.5,5.7,0.8
Armidale,2022-11-12,2022/2023,20,,,,,,,,,,,,,,,,,,11.3,19,21.1,6.9,5
Armidale,2022-11-19,2022/2023,21,,,,,,,,,,,,,,,,,,6.55,20.5,24.3,7.5,1.1
Armidale,2022-11-26,2022/2023,22,,,,,,,,,,,,,,,,,,0.27,22.4,24.9,7.5,5.3
Armidale,2022-12-03,2022/2023,23,31,1,,,,,,,,,,,,,,,,9.71,21.4,25.3,10,7.9
